order_id,order_date,product,category,region,quantity,unit_price,discount,revenue,cost,profit
103175,2024-01-17,Sharp Pen Pack,Office Supplies,South,3,7.54,0.0,22.63,15.49,7.14
103186,2024-01-17,Vivid Monitor 27in,Electronics,South,1,273.17,0.0,273.17,188.61,84.56
100554,2024-01-18,Aero Laptop 16,Electronics,South,4,1256.53,0.1,4523.5,3673.54,849.96
102582,2024-01-18,Buzz Bluetooth Speaker,Electronics,East,2,61.0,0.15,103.7,75.88,27.82
102972,2024-01-18,Sharp Notebook Set,Office Supplies,East,1,11.75,0.0,11.75,8.03,3.72
102657,2024-01-19,Sharp Pen Pack,Office Supplies,South,4,7.37,0.0,29.47,19.2,10.27
102383,2024-01-20,Aero Laptop 14,Electronics,Central,6,1015.97,0.0,6095.82,3401.38,2694.44
102949,2024-01-20,Comfy Bookshelf,Furniture,West,2,158.41,0.15,269.3,177.54,91.76
100758,2024-01-21,Comfy Office Chair,Furniture,South,1,210.78,0.05,200.24,124.75,75.49
100942,2024-01-21,Sharp Whiteboard,Office Supplies,North,1,69.26,0.0,69.26,48.29,20.97
101211,2024-01-21,Comfy Office Chair,Furniture,South,1,234.38,0.0,234.38,171.07,63.31
102504,2024-01-21,Vivid Webcam HD,Electronics,South,2,46.14,0.0,92.29,67.85,24.44
100789,2024-01-22,Vivid Webcam HD,Electronics,East,2,46.92,0.15,79.76,65.62,14.14
100941,2024-01-22,Buzz Bluetooth Speaker,Electronics,Central,1,61.2,0.0,61.2,40.51,20.69
101777,2024-01-22,Sharp Whiteboard,Office Supplies,West,3,66.77,0.0,200.3,140.66,59.64
102276,2024-01-22,Comfy Office Chair,Furniture,West,2,211.27,0.0,422.54,238.27,184.27
103184,2024-01-22,Vivid Webcam HD,Electronics,West,4,46.44,0.0,185.75,106.01,79.74
103612,2024-01-22,Comfy Standing Desk,Furniture,West,1,428.3,0.0,428.3,315.76,112.54
100696,2024-01-23,Comfy Standing Desk,Furniture,North,1,421.13,0.15,357.96,246.42,111.54
101706,2024-01-23,Sharp Notebook Set,Office Supplies,Central,1,11.14,0.1,10.03,7.69,2.34
100441,2024-01-24,Buzz Bluetooth Speaker,Electronics,East,2,64.43,0.0,128.86,87.14,41.72
102540,2024-01-24,Buzz Wireless Earbuds,Electronics,East,2,80.06,0.0,160.12,92.49,67.63
103602,2024-01-24,Sharp Pen Pack,Office Supplies,East,1,8.61,0.0,8.61,5.53,3.08
100163,2024-01-25,Comfy Office Chair,Furniture,West,2,205.21,0.05,389.91,235.75,154.16
101655,2024-01-25,Sharp Notebook Set,Office Supplies,West,1,11.79,0.0,11.79,7.61,4.18
100150,2024-01-26,Sharp Pen Pack,Office Supplies,East,1,8.52,0.05,8.09,5.63,2.46
100200,2024-01-26,Aero Laptop 14,Electronics,West,1,944.52,0.1,850.07,621.25,228.82
100361,2024-01-26,Comfy Office Chair,Furniture,West,2,214.09,0.1,385.36,307.85,77.51
100849,2024-01-26,Sharp Whiteboard,Office Supplies,Central,3,68.6,0.0,205.8,121.9,83.9
101171,2024-01-26,Sharp Pen Pack,Office Supplies,North,2,7.48,0.0,14.96,10.97,3.99
102118,2024-01-26,Sharp Notebook Set,Office Supplies,South,3,12.91,0.05,36.8,29.04,7.76
103174,2024-01-26,Aero Laptop 16,Electronics,Central,3,1271.44,0.0,3814.31,2618.49,1195.82
103512,2024-01-26,Sharp Whiteboard,Office Supplies,East,3,65.59,0.0,196.76,141.62,55.14
100022,2024-01-27,Aero Laptop 16,Electronics,North,3,1299.83,0.0,3899.5,2744.12,1155.38
100376,2024-01-27,Comfy Bookshelf,Furniture,Central,1,146.67,0.0,146.67,100.6,46.07
100950,2024-01-27,Aero Laptop 16,Electronics,North,2,1366.79,0.0,2733.59,1966.42,767.17
101002,2024-01-27,Sharp Notebook Set,Office Supplies,North,1,12.52,0.1,11.27,8.43,2.84
101788,2024-01-27,Sharp Notebook Set,Office Supplies,South,1,12.46,0.1,11.21,7.12,4.09
101844,2024-01-27,Vivid Webcam HD,Electronics,South,1,42.35,0.0,42.35,25.22,17.13
101942,2024-01-27,Sharp Whiteboard,Office Supplies,East,2,66.74,0.15,113.46,91.05,22.41
102482,2024-01-27,Vivid Monitor 27in,Electronics,East,1,299.98,0.0,299.98,176.68,123.3
102733,2024-01-27,Comfy Bookshelf,Furniture,North,3,144.74,0.0,434.21,293.13,141.08
102917,2024-01-27,Comfy Bookshelf,Furniture,East,1,138.44,0.0,138.44,76.58,61.86
100818,2024-01-28,Buzz Wireless Earbuds,Electronics,North,1,76.45,0.0,76.45,48.59,27.86
100951,2024-01-28,Comfy Bookshelf,Furniture,North,1,148.56,0.0,148.56,96.16,52.4
101498,2024-01-28,Buzz Wireless Earbuds,Electronics,West,1,76.92,0.0,76.92,45.96,30.96
102270,2024-01-28,Sharp Pen Pack,Office Supplies,South,1,7.74,0.0,7.74,5.68,2.06
102718,2024-01-28,Vivid Webcam HD,Electronics,West,1,43.95,0.0,43.95,30.62,13.33
102956,2024-01-28,Comfy Bookshelf,Furniture,South,1,145.24,0.0,145.24,104.26,40.98
102971,2024-01-28,Aero Laptop 16,Electronics,West,3,1371.2,0.0,4113.61,2330.87,1782.74
103465,2024-01-28,Comfy Bookshelf,Furniture,North,3,160.15,0.0,480.44,284.43,196.01
103487,2024-01-28,Comfy Bookshelf,Furniture,East,2,153.97,0.15,261.75,224.59,37.16
100088,2024-01-29,Aero Laptop 16,Electronics,South,1,1386.17,0.0,1386.17,922.23,463.94
100412,2024-01-29,Buzz Wireless Earbuds,Electronics,West,2,78.5,0.05,149.15,90.91,58.24
100755,2024-01-29,Sharp Pen Pack,Office Supplies,South,2,8.03,0.05,15.26,9.97,5.29
100907,2024-01-29,Comfy Bookshelf,Furniture,Central,3,154.78,0.1,417.9,290.06,127.84
102882,2024-01-29,Vivid Monitor 27in,Electronics,East,1,274.68,0.0,274.68,194.56,80.12
103227,2024-01-29,Comfy Office Chair,Furniture,West,1,237.31,0.15,201.71,146.4,55.31
103528,2024-01-29,Aero Laptop 16,Electronics,North,2,1250.84,0.0,2501.68,1533.13,968.55
100935,2024-01-30,Sharp Pen Pack,Office Supplies,Central,3,7.38,0.0,22.13,13.45,8.68
101601,2024-01-30,Vivid Webcam HD,Electronics,Central,1,44.78,0.1,40.3,31.07,9.23
101956,2024-01-30,Comfy Office Chair,Furniture,Central,2,234.53,0.0,469.05,316.63,152.42
102016,2024-01-30,Sharp Whiteboard,Office Supplies,South,2,68.4,0.0,136.8,98.0,38.8
102287,2024-01-30,Sharp Pen Pack,Office Supplies,South,2,7.8,0.0,15.59,10.83,4.76
102450,2024-01-30,Comfy Bookshelf,Furniture,South,1,148.28,0.0,148.28,104.06,44.22
102923,2024-01-30,Sharp Pen Pack,Office Supplies,West,1,8.56,0.0,8.56,5.89,2.67
103438,2024-01-30,Comfy Standing Desk,Furniture,South,1,381.4,0.0,381.4,230.98,150.42
100332,2024-01-31,Comfy Bookshelf,Furniture,East,1,149.48,0.05,142.01,91.29,50.72
101044,2024-01-31,Comfy Standing Desk,Furniture,North,2,436.09,0.0,872.19,561.13,311.06
101597,2024-01-31,Sharp Whiteboard,Office Supplies,West,5,62.83,0.15,267.03,192.86,74.17
101804,2024-01-31,Vivid Monitor 27in,Electronics,West,1,258.6,0.0,258.6,186.98,71.62
102226,2024-01-31,Comfy Standing Desk,Furniture,West,1,435.48,0.1,391.93,290.62,101.31
102583,2024-01-31,Vivid Monitor 27in,Electronics,East,2,279.34,0.1,502.81,369.0,133.81
103217,2024-01-31,Buzz Bluetooth Speaker,Electronics,Central,2,61.48,0.0,122.95,85.9,37.05
100287,2024-02-02,Aero Laptop 16,Electronics,East,2,1273.78,0.1,2292.8,1728.12,564.68
101328,2024-02-02,Vivid Monitor 27in,Electronics,Central,2,301.48,0.0,602.95,386.96,215.99
102197,2024-02-02,Sharp Notebook Set,Office Supplies,Central,1,12.61,0.05,11.98,8.52,3.46
103527,2024-02-02,Comfy Office Chair,Furniture,North,1,205.25,0.05,194.99,146.51,48.48
100829,2024-02-03,Vivid Webcam HD,Electronics,West,1,41.66,0.0,41.66,25.37,16.29
101736,2024-02-03,Comfy Standing Desk,Furniture,South,3,439.54,0.0,1318.61,975.54,343.07
101774,2024-02-03,Comfy Bookshelf,Furniture,West,2,141.59,0.0,283.18,166.31,116.87
100233,2024-02-04,Comfy Bookshelf,Furniture,West,2,152.57,0.0,305.13,169.71,135.42
101980,2024-02-04,Sharp Notebook Set,Office Supplies,East,2,12.15,0.0,24.31,13.52,10.79
103091,2024-02-04,Sharp Pen Pack,Office Supplies,North,1,7.85,0.0,7.85,5.03,2.82
103218,2024-02-04,Buzz Bluetooth Speaker,Electronics,North,1,63.59,0.0,63.59,42.07,21.52
101441,2024-02-05,Sharp Whiteboard,Office Supplies,South,2,66.5,0.0,133.0,99.12,33.88
102031,2024-02-05,Buzz Bluetooth Speaker,Electronics,North,3,57.97,0.0,173.91,101.49,72.42
102044,2024-02-05,Buzz Wireless Earbuds,Electronics,West,1,76.51,0.0,76.51,42.56,33.95
102250,2024-02-05,Comfy Office Chair,Furniture,West,3,214.94,0.0,644.82,433.75,211.07
100019,2024-02-06,Vivid Monitor 27in,Electronics,West,4,297.37,0.1,1070.54,876.8,193.74
101739,2024-02-06,Sharp Notebook Set,Office Supplies,West,3,11.43,0.0,34.29,19.31,14.98
101903,2024-02-06,Comfy Office Chair,Furniture,South,4,206.39,0.0,825.54,512.51,313.03
103384,2024-02-06,Sharp Whiteboard,Office Supplies,North,5,60.93,0.15,258.95,177.37,81.58
101443,2024-02-07,Buzz Wireless Earbuds,Electronics,South,1,82.81,0.05,78.67,52.09,26.58
102352,2024-02-07,Comfy Office Chair,Furniture,South,3,214.77,0.0,644.32,478.28,166.04
103094,2024-02-07,Aero Laptop 16,Electronics,Central,1,1262.64,0.0,1262.64,939.81,322.83
100040,2024-02-08,Comfy Office Chair,Furniture,East,1,221.74,0.0,221.74,161.33,60.41
100538,2024-02-08,Buzz Wireless Earbuds,Electronics,Central,3,81.46,0.0,244.37,161.07,83.3
100541,2024-02-08,Comfy Standing Desk,Furniture,East,2,405.07,0.0,810.13,475.29,334.84
100589,2024-02-08,Comfy Bookshelf,Furniture,East,1,147.33,0.0,147.33,108.07,39.26
102021,2024-02-08,Sharp Pen Pack,Office Supplies,North,5,8.51,0.0,42.56,29.45,13.11
102333,2024-02-08,Buzz Wireless Earbuds,Electronics,Central,1,78.07,0.0,78.07,56.27,21.8
102953,2024-02-08,Buzz Bluetooth Speaker,Electronics,West,2,61.46,0.0,122.93,74.81,48.12
103026,2024-02-08,Vivid Webcam HD,Electronics,East,1,43.77,0.0,43.77,30.78,12.99
100203,2024-02-09,Comfy Standing Desk,Furniture,West,1,435.85,0.0,435.85,252.97,182.88
100783,2024-02-09,Comfy Bookshelf,Furniture,West,1,141.04,0.0,141.04,88.81,52.23
102463,2024-02-09,Comfy Bookshelf,Furniture,Central,3,150.59,0.05,429.17,312.08,117.09
102619,2024-02-09,Sharp Pen Pack,Office Supplies,North,2,7.63,0.05,14.49,9.3,5.19
100228,2024-02-10,Comfy Bookshelf,Furniture,West,2,154.93,0.0,309.87,193.64,116.23
102678,2024-02-10,Sharp Pen Pack,Office Supplies,Central,3,7.75,0.05,22.1,16.06,6.04
103251,2024-02-10,Buzz Wireless Earbuds,Electronics,West,1,77.33,0.0,77.33,57.91,19.42
101119,2024-02-11,Sharp Whiteboard,Office Supplies,West,1,61.14,0.0,61.14,44.14,17.0
101312,2024-02-11,Sharp Notebook Set,Office Supplies,East,2,12.52,0.0,25.03,18.59,6.44
101523,2024-02-11,Buzz Wireless Earbuds,Electronics,South,2,76.73,0.1,138.12,87.78,50.34
101657,2024-02-11,Buzz Bluetooth Speaker,Electronics,East,1,61.04,0.1,54.93,45.65,9.28
102018,2024-02-11,Comfy Office Chair,Furniture,North,1,235.5,0.0,235.5,134.28,101.22
102223,2024-02-11,Vivid Monitor 27in,Electronics,East,1,286.47,0.0,286.47,172.31,114.16
102957,2024-02-11,Aero Laptop 14,Electronics,Central,1,1018.54,0.0,1018.54,570.18,448.36
100394,2024-02-12,Buzz Wireless Earbuds,Electronics,East,2,77.42,0.0,154.83,109.05,45.78
100807,2024-02-12,Comfy Bookshelf,Furniture,South,2,160.86,0.0,321.73,188.19,133.54
101292,2024-02-12,Aero Laptop 16,Electronics,North,1,1215.93,0.0,1215.93,867.99,347.94
101564,2024-02-12,Sharp Pen Pack,Office Supplies,East,1,8.34,0.05,7.92,5.62,2.3
101673,2024-02-12,Buzz Bluetooth Speaker,Electronics,East,2,64.52,0.0,129.04,75.49,53.55
102179,2024-02-12,Sharp Pen Pack,Office Supplies,South,4,8.52,0.0,34.06,19.24,14.82
102379,2024-02-12,Vivid Webcam HD,Electronics,West,4,45.65,0.0,182.61,136.43,46.18
103177,2024-02-12,Sharp Pen Pack,Office Supplies,Central,4,7.58,0.1,27.29,18.44,8.85
101237,2024-02-13,Comfy Standing Desk,Furniture,East,4,404.86,0.0,1619.43,1210.2,409.23
101869,2024-02-13,Sharp Pen Pack,Office Supplies,North,1,8.0,0.0,8.0,5.37,2.63
102036,2024-02-13,Comfy Standing Desk,Furniture,Central,1,378.99,0.0,378.99,238.44,140.55
102929,2024-02-13,Vivid Monitor 27in,Electronics,South,1,261.02,0.0,261.02,163.56,97.46
100609,2024-02-14,Vivid Webcam HD,Electronics,South,3,44.63,0.05,127.21,88.3,38.91
102266,2024-02-14,Vivid Monitor 27in,Electronics,East,5,274.91,0.0,1374.56,930.69,443.87
102488,2024-02-14,Buzz Bluetooth Speaker,Electronics,South,5,63.26,0.0,316.28,218.25,98.03
102881,2024-02-14,Vivid Monitor 27in,Electronics,East,1,279.63,0.0,279.63,191.43,88.2
103255,2024-02-14,Buzz Wireless Earbuds,Electronics,East,3,76.67,0.1,207.0,133.44,73.56
103258,2024-02-14,Sharp Notebook Set,Office Supplies,North,2,11.61,0.1,20.9,15.72,5.18
101012,2024-02-15,Aero Laptop 16,Electronics,Central,3,1241.76,0.0,3725.27,2582.46,1142.81
101272,2024-02-15,Buzz Wireless Earbuds,Electronics,East,1,82.61,0.0,82.61,60.26,22.35
102615,2024-02-15,Aero Laptop 16,Electronics,South,1,1260.41,0.0,1260.41,942.28,318.13
103195,2024-02-15,Buzz Bluetooth Speaker,Electronics,Central,2,58.32,0.0,116.65,77.89,38.76
103281,2024-02-15,Sharp Notebook Set,Office Supplies,Central,2,12.77,0.0,25.54,17.04,8.5
103385,2024-02-15,Buzz Bluetooth Speaker,Electronics,East,1,58.58,0.05,55.65,34.27,21.38
100956,2024-02-16,Buzz Bluetooth Speaker,Electronics,West,1,55.41,0.0,55.41,38.01,17.4
101048,2024-02-16,Aero Laptop 16,Electronics,West,1,1353.43,0.0,1353.43,1004.01,349.42
101353,2024-02-16,Sharp Pen Pack,Office Supplies,Central,5,7.58,0.05,36.01,23.39,12.62
103181,2024-02-16,Sharp Pen Pack,Office Supplies,East,1,8.37,0.0,8.37,5.8,2.57
103208,2024-02-16,Sharp Notebook Set,Office Supplies,North,3,12.19,0.05,34.73,20.58,14.15
103262,2024-02-16,Sharp Notebook Set,Office Supplies,East,4,11.87,0.1,42.73,32.66,10.07
100191,2024-02-18,Comfy Office Chair,Furniture,,1,205.24,0.0,205.24,133.26,71.98
102629,2024-02-18,Vivid Webcam HD,Electronics,East,1,41.54,0.0,41.54,28.48,13.06
101347,2024-02-19,Sharp Whiteboard,Office Supplies,East,1,64.28,0.0,64.28,41.76,22.52
101459,2024-02-19,Vivid Monitor 27in,Electronics,West,4,293.33,0.0,1173.32,769.1,404.22
101689,2024-02-19,Sharp Notebook Set,Office Supplies,East,1,11.4,0.0,11.4,7.36,4.04
102076,2024-02-19,Buzz Wireless Earbuds,Electronics,South,1,85.37,0.0,85.37,52.04,33.33
102741,2024-02-19,Vivid Monitor 27in,Electronics,East,1,286.06,0.1,257.46,170.15,87.31
103296,2024-02-19,Vivid Monitor 27in,Electronics,North,1,267.43,0.0,267.43,179.6,87.83
100472,2024-02-20,Sharp Notebook Set,Office Supplies,East,3,12.53,0.05,35.71,22.04,13.67
100746,2024-02-20,Aero Laptop 14,Electronics,North,3,998.91,0.05,2846.9,2005.85,841.05
102071,2024-02-20,Sharp Whiteboard,Office Supplies,Central,1,63.22,0.05,60.06,36.8,23.26
102269,2024-02-20,Comfy Office Chair,Furniture,East,4,222.13,0.0,888.51,585.5,303.01
102925,2024-02-20,Comfy Office Chair,Furniture,South,3,235.96,0.0,707.87,399.2,308.67
100449,2024-02-21,Aero Laptop 16,Electronics,West,2,1279.92,0.0,2559.85,1827.15,732.7
100993,2024-02-21,Comfy Office Chair,Furniture,West,1,233.93,0.05,222.23,135.19,87.04
101857,2024-02-21,Vivid Webcam HD,Electronics,South,2,46.26,0.0,92.53,57.38,35.15
103537,2024-02-21,Comfy Bookshelf,Furniture,South,3,140.01,0.0,420.02,277.42,142.6
100894,2024-02-22,Sharp Whiteboard,Office Supplies,West,1,70.08,0.1,63.08,39.64,23.44
101213,2024-02-22,Aero Laptop 16,Electronics,West,2,1222.06,0.0,2444.13,1620.45,823.68
101825,2024-02-22,Buzz Bluetooth Speaker,Electronics,North,1,59.46,0.0,59.46,40.67,18.79
103200,2024-02-22,Comfy Bookshelf,Furniture,North,1,148.74,0.15,126.43,100.66,25.77
100372,2024-02-23,Vivid Monitor 27in,Electronics,South,2,283.73,0.0,567.46,401.46,166.0
100670,2024-02-23,Buzz Bluetooth Speaker,Electronics,Central,4,57.24,0.0,228.94,157.44,71.5
101562,2024-02-23,Aero Laptop 14,Electronics,West,4,946.43,0.0,3785.7,2533.54,1252.16
102461,2024-02-23,Buzz Wireless Earbuds,Electronics,East,1,85.5,0.0,85.5,50.36,35.14
102853,2024-02-23,Comfy Bookshelf,Furniture,Central,1,161.96,0.0,161.96,104.16,57.8
103394,2024-02-23,Comfy Bookshelf,Furniture,Central,2,145.25,0.0,290.5,175.9,114.6
103420,2024-02-23,Buzz Bluetooth Speaker,Electronics,West,4,60.4,0.0,241.61,178.95,62.66
100460,2024-02-25,Sharp Pen Pack,Office Supplies,South,2,7.96,0.0,15.93,9.96,5.97
100632,2024-02-25,Sharp Whiteboard,Office Supplies,North,1,59.84,0.0,59.84,37.78,22.06
101931,2024-02-25,Sharp Whiteboard,Office Supplies,North,2,65.92,0.0,131.84,87.32,44.52
103016,2024-02-25,Sharp Pen Pack,Office Supplies,West,4,8.59,0.0,34.35,23.48,10.87
103074,2024-02-25,Sharp Pen Pack,Office Supplies,Central,2,7.78,0.05,14.78,9.63,5.15
103293,2024-02-25,Comfy Office Chair,Furniture,West,1,216.27,0.0,216.27,136.41,79.86
100479,2024-02-26,Comfy Bookshelf,Furniture,East,1,140.55,0.05,133.52,84.04,49.48
100518,2024-02-26,Sharp Notebook Set,Office Supplies,Central,1,11.54,0.0,11.54,8.01,3.53
101557,2024-02-26,Vivid Monitor 27in,Electronics,West,1,267.6,0.0,267.6,152.35,115.25
102362,2024-02-26,Aero Laptop 14,Electronics,East,1,937.03,0.0,937.03,580.37,356.66
102510,2024-02-26,Comfy Office Chair,Furniture,West,2,217.54,0.0,435.07,269.67,165.4
103034,2024-02-26,Sharp Whiteboard,Office Supplies,North,1,63.95,0.05,60.75,46.88,13.87
102307,2024-02-27,Sharp Pen Pack,Office Supplies,West,2,8.07,0.05,15.34,10.2,5.14
102998,2024-02-27,Vivid Monitor 27in,Electronics,East,2,285.13,0.0,570.27,367.74,202.53
103179,2024-02-27,Comfy Office Chair,Furniture,East,2,213.45,0.0,426.9,250.82,176.08
103531,2024-02-27,Sharp Notebook Set,Office Supplies,East,1,11.59,0.15,9.85,7.18,2.67
