order_id,order_date,product,category,region,quantity,unit_price,discount,revenue,cost,profit,year,month,year_month,profit_margin
101647,2024-01-05,Buzz Bluetooth Speaker,Electronics,West,5,60.92,0.0,304.61,218.62,85.99,2024,1,2024-01,0.2823
102203,2024-01-05,Aero Laptop 16,Electronics,West,1,1381.16,0.1,1243.04,848.83,394.21,2024,1,2024-01,0.3171
101451,2024-01-06,Sharp Pen Pack,Office Supplies,West,3,7.48,0.0,22.43,13.07,9.36,2024,1,2024-01,0.4173
102530,2024-01-06,Vivid Monitor 27in,Electronics,North,2,275.79,0.0,551.59,326.99,224.6,2024,1,2024-01,0.4072
102855,2024-01-06,Comfy Bookshelf,Furniture,South,2,145.99,0.15,248.19,205.67,42.52,2024,1,2024-01,0.1713
103052,2024-01-06,Sharp Whiteboard,Office Supplies,South,2,61.57,0.0,123.15,81.8,41.35,2024,1,2024-01,0.3358
103355,2024-01-06,Sharp Whiteboard,Office Supplies,North,1,67.22,0.0,67.22,48.43,18.79,2024,1,2024-01,0.2795
100084,2024-01-07,Sharp Whiteboard,Office Supplies,South,1,61.69,0.0,61.69,39.13,22.56,2024,1,2024-01,0.3657
100229,2024-01-07,Buzz Bluetooth Speaker,Electronics,East,3,58.84,0.0,176.51,110.7,65.81,2024,1,2024-01,0.3728
100498,2024-01-07,Sharp Pen Pack,Office Supplies,Central,2,8.62,0.0,17.25,10.11,7.14,2024,1,2024-01,0.4139
100694,2024-01-07,Sharp Pen Pack,Office Supplies,Central,4,7.72,0.1,27.8,17.14,10.66,2024,1,2024-01,0.3835
102469,2024-01-07,Sharp Notebook Set,Office Supplies,Central,1,12.69,0.0,12.69,7.84,4.85,2024,1,2024-01,0.3822
100476,2024-01-08,Buzz Bluetooth Speaker,Electronics,West,2,57.86,0.0,115.71,71.67,44.04,2024,1,2024-01,0.3806
100797,2024-01-08,Comfy Bookshelf,Furniture,North,4,145.41,0.0,581.65,432.06,149.59,2024,1,2024-01,0.2572
101253,2024-01-08,Vivid Webcam HD,Electronics,Central,2,44.5,0.0,89.0,64.99,24.01,2024,1,2024-01,0.2698
102571,2024-01-08,Buzz Bluetooth Speaker,Electronics,South,1,61.05,0.0,61.05,43.15,17.9,2024,1,2024-01,0.2932
103413,2024-01-08,Aero Laptop 16,Electronics,West,2,1348.71,0.0,2697.42,1743.09,954.33,2024,1,2024-01,0.3538
103440,2024-01-09,Vivid Webcam HD,Electronics,East,1,44.58,0.0,44.58,32.23,12.35,2024,1,2024-01,0.277
100527,2024-01-10,Aero Laptop 16,Electronics,South,1,1398.29,0.0,1398.29,902.7,495.59,2024,1,2024-01,0.3544
101465,2024-01-10,Comfy Bookshelf,Furniture,East,1,147.13,0.0,147.13,99.02,48.11,2024,1,2024-01,0.327
101744,2024-01-10,Buzz Wireless Earbuds,Electronics,East,3,85.85,0.0,257.55,188.27,69.28,2024,1,2024-01,0.269
102289,2024-01-10,Vivid Monitor 27in,Electronics,East,3,293.56,0.0,880.67,657.14,223.53,2024,1,2024-01,0.2538
103073,2024-01-10,Comfy Bookshelf,Furniture,North,1,143.82,0.0,143.82,89.23,54.59,2024,1,2024-01,0.3796
103223,2024-01-10,Sharp Whiteboard,Office Supplies,Central,2,62.89,0.0,125.77,84.16,41.61,2024,1,2024-01,0.3308
100487,2024-01-11,Vivid Webcam HD,Electronics,East,1,43.75,0.0,43.75,25.36,18.39,2024,1,2024-01,0.4203
100664,2024-01-11,Sharp Pen Pack,Office Supplies,Central,3,7.62,0.0,22.87,16.59,6.28,2024,1,2024-01,0.2746
101631,2024-01-11,Aero Laptop 14,Electronics,Central,2,895.25,0.0,1790.49,1000.84,789.65,2024,1,2024-01,0.441
101656,2024-01-11,Buzz Wireless Earbuds,Electronics,East,2,82.75,0.0,165.51,105.04,60.47,2024,1,2024-01,0.3654
102314,2024-01-11,Sharp Pen Pack,Office Supplies,South,1,7.58,0.0,7.58,5.02,2.56,2024,1,2024-01,0.3377
100128,2024-01-12,Comfy Bookshelf,Furniture,Central,2,149.28,0.0,298.57,216.27,82.3,2024,1,2024-01,0.2756
101038,2024-01-12,Comfy Standing Desk,Furniture,Central,2,381.73,0.15,648.93,555.36,93.57,2024,1,2024-01,0.1442
101871,2024-01-12,Buzz Wireless Earbuds,Electronics,Central,2,76.92,0.0,153.84,93.03,60.81,2024,1,2024-01,0.3953
103233,2024-01-12,Sharp Pen Pack,Office Supplies,Central,3,8.44,0.0,25.32,16.31,9.01,2024,1,2024-01,0.3558
103353,2024-01-12,Comfy Bookshelf,Furniture,South,1,138.49,0.0,138.49,86.44,52.05,2024,1,2024-01,0.3758
103518,2024-01-12,Comfy Standing Desk,Furniture,South,3,422.93,0.15,1078.47,848.37,230.1,2024,1,2024-01,0.2134
101686,2024-01-13,Vivid Monitor 27in,Electronics,East,5,271.95,0.1,1223.76,779.21,444.55,2024,1,2024-01,0.3633
102079,2024-01-13,Sharp Whiteboard,Office Supplies,North,1,63.0,0.0,63.0,37.48,25.52,2024,1,2024-01,0.4051
103285,2024-01-13,Aero Laptop 16,Electronics,East,1,1259.97,0.05,1196.97,856.17,340.8,2024,1,2024-01,0.2847
101584,2024-01-14,Comfy Bookshelf,Furniture,Central,1,157.85,0.0,157.85,100.9,56.95,2024,1,2024-01,0.3608
102332,2024-01-14,Vivid Webcam HD,Electronics,South,2,42.04,0.0,84.07,52.8,31.27,2024,1,2024-01,0.372
102378,2024-01-14,Sharp Pen Pack,Office Supplies,North,1,8.19,0.05,7.78,4.91,2.87,2024,1,2024-01,0.3689
102652,2024-01-14,Vivid Monitor 27in,Electronics,West,3,290.46,0.0,871.37,575.46,295.91,2024,1,2024-01,0.3396
100007,2024-01-15,Aero Laptop 14,Electronics,East,2,876.14,0.0,1752.28,1213.05,539.23,2024,1,2024-01,0.3077
100073,2024-01-15,Sharp Notebook Set,Office Supplies,East,2,12.27,0.0,24.54,16.16,8.38,2024,1,2024-01,0.3415
100435,2024-01-15,Sharp Pen Pack,Office Supplies,North,1,8.2,0.0,8.2,4.55,3.65,2024,1,2024-01,0.4451
100933,2024-01-15,Aero Laptop 16,Electronics,West,1,1304.55,0.0,1304.55,778.64,525.91,2024,1,2024-01,0.4031
101235,2024-01-15,Buzz Bluetooth Speaker,Electronics,South,2,60.42,0.05,114.81,79.45,35.36,2024,1,2024-01,0.308
102739,2024-01-15,Sharp Pen Pack,Office Supplies,North,1,8.16,0.05,7.75,6.1,1.65,2024,1,2024-01,0.2129
100455,2024-01-16,Comfy Bookshelf,Furniture,North,2,157.92,0.0,315.83,199.68,116.15,2024,1,2024-01,0.3678
101090,2024-01-16,Sharp Notebook Set,Office Supplies,East,1,12.39,0.1,11.15,8.39,2.76,2024,1,2024-01,0.2475
101413,2024-01-16,Buzz Bluetooth Speaker,Electronics,Central,1,57.68,0.0,57.68,37.53,20.15,2024,1,2024-01,0.3493
101420,2024-01-16,Sharp Pen Pack,Office Supplies,West,2,7.51,0.0,15.03,8.56,6.47,2024,1,2024-01,0.4305
101616,2024-01-16,Comfy Standing Desk,Furniture,South,1,435.3,0.1,391.77,257.63,134.14,2024,1,2024-01,0.3424
102318,2024-01-16,Buzz Wireless Earbuds,Electronics,East,5,84.22,0.0,421.09,312.15,108.94,2024,1,2024-01,0.2587
102493,2024-01-16,Sharp Notebook Set,Office Supplies,West,2,11.11,0.1,20.0,16.35,3.65,2024,1,2024-01,0.1825
102740,2024-01-16,Vivid Monitor 27in,Electronics,East,1,296.01,0.0,296.01,182.21,113.8,2024,1,2024-01,0.3844
103318,2024-01-16,Comfy Office Chair,Furniture,West,2,221.05,0.05,419.99,267.72,152.27,2024,1,2024-01,0.3626
100171,2024-01-17,Sharp Notebook Set,Office Supplies,Central,2,12.65,0.0,25.31,18.48,6.83,2024,1,2024-01,0.2699
101146,2024-01-17,Sharp Notebook Set,Office Supplies,North,2,11.48,0.0,22.96,14.11,8.85,2024,1,2024-01,0.3855
101426,2024-01-17,Comfy Office Chair,Furniture,South,1,215.55,0.0,215.55,144.27,71.28,2024,1,2024-01,0.3307
101521,2024-01-17,Sharp Pen Pack,Office Supplies,Central,1,8.37,0.1,7.54,5.75,1.79,2024,1,2024-01,0.2374
103175,2024-01-17,Sharp Pen Pack,Office Supplies,South,3,7.54,0.0,22.63,15.49,7.14,2024,1,2024-01,0.3155
103186,2024-01-17,Vivid Monitor 27in,Electronics,South,1,273.17,0.0,273.17,188.61,84.56,2024,1,2024-01,0.3096
100554,2024-01-18,Aero Laptop 16,Electronics,South,4,1256.53,0.1,4523.5,3673.54,849.96,2024,1,2024-01,0.1879
102582,2024-01-18,Buzz Bluetooth Speaker,Electronics,East,2,61.0,0.15,103.7,75.88,27.82,2024,1,2024-01,0.2683
102972,2024-01-18,Sharp Notebook Set,Office Supplies,East,1,11.75,0.0,11.75,8.03,3.72,2024,1,2024-01,0.3166
102657,2024-01-19,Sharp Pen Pack,Office Supplies,South,4,7.37,0.0,29.47,19.2,10.27,2024,1,2024-01,0.3485
102383,2024-01-20,Aero Laptop 14,Electronics,Central,6,1015.97,0.0,6095.82,3401.38,2694.44,2024,1,2024-01,0.442
102949,2024-01-20,Comfy Bookshelf,Furniture,West,2,158.41,0.15,269.3,177.54,91.76,2024,1,2024-01,0.3407
100758,2024-01-21,Comfy Office Chair,Furniture,South,1,210.78,0.05,200.24,124.75,75.49,2024,1,2024-01,0.377
100942,2024-01-21,Sharp Whiteboard,Office Supplies,North,1,69.26,0.0,69.26,48.29,20.97,2024,1,2024-01,0.3028
101211,2024-01-21,Comfy Office Chair,Furniture,South,1,234.38,0.0,234.38,171.07,63.31,2024,1,2024-01,0.2701
102504,2024-01-21,Vivid Webcam HD,Electronics,South,2,46.14,0.0,92.29,67.85,24.44,2024,1,2024-01,0.2648
100789,2024-01-22,Vivid Webcam HD,Electronics,East,2,46.92,0.15,79.76,65.62,14.14,2024,1,2024-01,0.1773
100941,2024-01-22,Buzz Bluetooth Speaker,Electronics,Central,1,61.2,0.0,61.2,40.51,20.69,2024,1,2024-01,0.3381
101777,2024-01-22,Sharp Whiteboard,Office Supplies,West,3,66.77,0.0,200.3,140.66,59.64,2024,1,2024-01,0.2978
102276,2024-01-22,Comfy Office Chair,Furniture,West,2,211.27,0.0,422.54,238.27,184.27,2024,1,2024-01,0.4361
103184,2024-01-22,Vivid Webcam HD,Electronics,West,4,46.44,0.0,185.75,106.01,79.74,2024,1,2024-01,0.4293
103612,2024-01-22,Comfy Standing Desk,Furniture,West,1,428.3,0.0,428.3,315.76,112.54,2024,1,2024-01,0.2628
100696,2024-01-23,Comfy Standing Desk,Furniture,North,1,421.13,0.15,357.96,246.42,111.54,2024,1,2024-01,0.3116
101706,2024-01-23,Sharp Notebook Set,Office Supplies,Central,1,11.14,0.1,10.03,7.69,2.34,2024,1,2024-01,0.2333
100441,2024-01-24,Buzz Bluetooth Speaker,Electronics,East,2,64.43,0.0,128.86,87.14,41.72,2024,1,2024-01,0.3238
102540,2024-01-24,Buzz Wireless Earbuds,Electronics,East,2,80.06,0.0,160.12,92.49,67.63,2024,1,2024-01,0.4224
103602,2024-01-24,Sharp Pen Pack,Office Supplies,East,1,8.61,0.0,8.61,5.53,3.08,2024,1,2024-01,0.3577
100163,2024-01-25,Comfy Office Chair,Furniture,West,2,205.21,0.05,389.91,235.75,154.16,2024,1,2024-01,0.3954
101655,2024-01-25,Sharp Notebook Set,Office Supplies,West,1,11.79,0.0,11.79,7.61,4.18,2024,1,2024-01,0.3545
100150,2024-01-26,Sharp Pen Pack,Office Supplies,East,1,8.52,0.05,8.09,5.63,2.46,2024,1,2024-01,0.3041
100200,2024-01-26,Aero Laptop 14,Electronics,West,1,944.52,0.1,850.07,621.25,228.82,2024,1,2024-01,0.2692
100361,2024-01-26,Comfy Office Chair,Furniture,West,2,214.09,0.1,385.36,307.85,77.51,2024,1,2024-01,0.2011
100849,2024-01-26,Sharp Whiteboard,Office Supplies,Central,3,68.6,0.0,205.8,121.9,83.9,2024,1,2024-01,0.4077
101171,2024-01-26,Sharp Pen Pack,Office Supplies,North,2,7.48,0.0,14.96,10.97,3.99,2024,1,2024-01,0.2667
102118,2024-01-26,Sharp Notebook Set,Office Supplies,South,3,12.91,0.05,36.8,29.04,7.76,2024,1,2024-01,0.2109
103174,2024-01-26,Aero Laptop 16,Electronics,Central,3,1271.44,0.0,3814.31,2618.49,1195.82,2024,1,2024-01,0.3135
103512,2024-01-26,Sharp Whiteboard,Office Supplies,East,3,65.59,0.0,196.76,141.62,55.14,2024,1,2024-01,0.2802
100022,2024-01-27,Aero Laptop 16,Electronics,North,3,1299.83,0.0,3899.5,2744.12,1155.38,2024,1,2024-01,0.2963
100376,2024-01-27,Comfy Bookshelf,Furniture,Central,1,146.67,0.0,146.67,100.6,46.07,2024,1,2024-01,0.3141
100950,2024-01-27,Aero Laptop 16,Electronics,North,2,1366.79,0.0,2733.59,1966.42,767.17,2024,1,2024-01,0.2806
101002,2024-01-27,Sharp Notebook Set,Office Supplies,North,1,12.52,0.1,11.27,8.43,2.84,2024,1,2024-01,0.252
101788,2024-01-27,Sharp Notebook Set,Office Supplies,South,1,12.46,0.1,11.21,7.12,4.09,2024,1,2024-01,0.3649
101844,2024-01-27,Vivid Webcam HD,Electronics,South,1,42.35,0.0,42.35,25.22,17.13,2024,1,2024-01,0.4045
101942,2024-01-27,Sharp Whiteboard,Office Supplies,East,2,66.74,0.15,113.46,91.05,22.41,2024,1,2024-01,0.1975
102482,2024-01-27,Vivid Monitor 27in,Electronics,East,1,299.98,0.0,299.98,176.68,123.3,2024,1,2024-01,0.411
102733,2024-01-27,Comfy Bookshelf,Furniture,North,3,144.74,0.0,434.21,293.13,141.08,2024,1,2024-01,0.3249
102917,2024-01-27,Comfy Bookshelf,Furniture,East,1,138.44,0.0,138.44,76.58,61.86,2024,1,2024-01,0.4468
100818,2024-01-28,Buzz Wireless Earbuds,Electronics,North,1,76.45,0.0,76.45,48.59,27.86,2024,1,2024-01,0.3644
100951,2024-01-28,Comfy Bookshelf,Furniture,North,1,148.56,0.0,148.56,96.16,52.4,2024,1,2024-01,0.3527
101498,2024-01-28,Buzz Wireless Earbuds,Electronics,West,1,76.92,0.0,76.92,45.96,30.96,2024,1,2024-01,0.4025
102270,2024-01-28,Sharp Pen Pack,Office Supplies,South,1,7.74,0.0,7.74,5.68,2.06,2024,1,2024-01,0.2661
102718,2024-01-28,Vivid Webcam HD,Electronics,West,1,43.95,0.0,43.95,30.62,13.33,2024,1,2024-01,0.3033
102956,2024-01-28,Comfy Bookshelf,Furniture,South,1,145.24,0.0,145.24,104.26,40.98,2024,1,2024-01,0.2822
102971,2024-01-28,Aero Laptop 16,Electronics,West,3,1371.2,0.0,4113.61,2330.87,1782.74,2024,1,2024-01,0.4334
103465,2024-01-28,Comfy Bookshelf,Furniture,North,3,160.15,0.0,480.44,284.43,196.01,2024,1,2024-01,0.408
103487,2024-01-28,Comfy Bookshelf,Furniture,East,2,153.97,0.15,261.75,224.59,37.16,2024,1,2024-01,0.142
100088,2024-01-29,Aero Laptop 16,Electronics,South,1,1386.17,0.0,1386.17,922.23,463.94,2024,1,2024-01,0.3347
100412,2024-01-29,Buzz Wireless Earbuds,Electronics,West,2,78.5,0.05,149.15,90.91,58.24,2024,1,2024-01,0.3905
100755,2024-01-29,Sharp Pen Pack,Office Supplies,South,2,8.03,0.05,15.26,9.97,5.29,2024,1,2024-01,0.3467
100907,2024-01-29,Comfy Bookshelf,Furniture,Central,3,154.78,0.1,417.9,290.06,127.84,2024,1,2024-01,0.3059
102882,2024-01-29,Vivid Monitor 27in,Electronics,East,1,274.68,0.0,274.68,194.56,80.12,2024,1,2024-01,0.2917
103227,2024-01-29,Comfy Office Chair,Furniture,West,1,237.31,0.15,201.71,146.4,55.31,2024,1,2024-01,0.2742
103528,2024-01-29,Aero Laptop 16,Electronics,North,2,1250.84,0.0,2501.68,1533.13,968.55,2024,1,2024-01,0.3872
100935,2024-01-30,Sharp Pen Pack,Office Supplies,Central,3,7.38,0.0,22.13,13.45,8.68,2024,1,2024-01,0.3922
101601,2024-01-30,Vivid Webcam HD,Electronics,Central,1,44.78,0.1,40.3,31.07,9.23,2024,1,2024-01,0.229
101956,2024-01-30,Comfy Office Chair,Furniture,Central,2,234.53,0.0,469.05,316.63,152.42,2024,1,2024-01,0.325
102016,2024-01-30,Sharp Whiteboard,Office Supplies,South,2,68.4,0.0,136.8,98.0,38.8,2024,1,2024-01,0.2836
102287,2024-01-30,Sharp Pen Pack,Office Supplies,South,2,7.8,0.0,15.59,10.83,4.76,2024,1,2024-01,0.3053
102450,2024-01-30,Comfy Bookshelf,Furniture,South,1,148.28,0.0,148.28,104.06,44.22,2024,1,2024-01,0.2982
102923,2024-01-30,Sharp Pen Pack,Office Supplies,West,1,8.56,0.0,8.56,5.89,2.67,2024,1,2024-01,0.3119
103438,2024-01-30,Comfy Standing Desk,Furniture,South,1,381.4,0.0,381.4,230.98,150.42,2024,1,2024-01,0.3944
100332,2024-01-31,Comfy Bookshelf,Furniture,East,1,149.48,0.05,142.01,91.29,50.72,2024,1,2024-01,0.3572
101044,2024-01-31,Comfy Standing Desk,Furniture,North,2,436.09,0.0,872.19,561.13,311.06,2024,1,2024-01,0.3566
101597,2024-01-31,Sharp Whiteboard,Office Supplies,West,5,62.83,0.15,267.03,192.86,74.17,2024,1,2024-01,0.2778
101804,2024-01-31,Vivid Monitor 27in,Electronics,West,1,258.6,0.0,258.6,186.98,71.62,2024,1,2024-01,0.277
102226,2024-01-31,Comfy Standing Desk,Furniture,West,1,435.48,0.1,391.93,290.62,101.31,2024,1,2024-01,0.2585
102583,2024-01-31,Vivid Monitor 27in,Electronics,East,2,279.34,0.1,502.81,369.0,133.81,2024,1,2024-01,0.2661
103217,2024-01-31,Buzz Bluetooth Speaker,Electronics,Central,2,61.48,0.0,122.95,85.9,37.05,2024,1,2024-01,0.3013
100287,2024-02-02,Aero Laptop 16,Electronics,East,2,1273.78,0.1,2292.8,1728.12,564.68,2024,2,2024-02,0.2463
101328,2024-02-02,Vivid Monitor 27in,Electronics,Central,2,301.48,0.0,602.95,386.96,215.99,2024,2,2024-02,0.3582
102197,2024-02-02,Sharp Notebook Set,Office Supplies,Central,1,12.61,0.05,11.98,8.52,3.46,2024,2,2024-02,0.2888
103527,2024-02-02,Comfy Office Chair,Furniture,North,1,205.25,0.05,194.99,146.51,48.48,2024,2,2024-02,0.2486
100829,2024-02-03,Vivid Webcam HD,Electronics,West,1,41.66,0.0,41.66,25.37,16.29,2024,2,2024-02,0.391
101736,2024-02-03,Comfy Standing Desk,Furniture,South,3,439.54,0.0,1318.61,975.54,343.07,2024,2,2024-02,0.2602
101774,2024-02-03,Comfy Bookshelf,Furniture,West,2,141.59,0.0,283.18,166.31,116.87,2024,2,2024-02,0.4127
100233,2024-02-04,Comfy Bookshelf,Furniture,West,2,152.57,0.0,305.13,169.71,135.42,2024,2,2024-02,0.4438
101980,2024-02-04,Sharp Notebook Set,Office Supplies,East,2,12.15,0.0,24.31,13.52,10.79,2024,2,2024-02,0.4439
103091,2024-02-04,Sharp Pen Pack,Office Supplies,North,1,7.85,0.0,7.85,5.03,2.82,2024,2,2024-02,0.3592
103218,2024-02-04,Buzz Bluetooth Speaker,Electronics,North,1,63.59,0.0,63.59,42.07,21.52,2024,2,2024-02,0.3384
101441,2024-02-05,Sharp Whiteboard,Office Supplies,South,2,66.5,0.0,133.0,99.12,33.88,2024,2,2024-02,0.2547
102031,2024-02-05,Buzz Bluetooth Speaker,Electronics,North,3,57.97,0.0,173.91,101.49,72.42,2024,2,2024-02,0.4164
102044,2024-02-05,Buzz Wireless Earbuds,Electronics,West,1,76.51,0.0,76.51,42.56,33.95,2024,2,2024-02,0.4437
102250,2024-02-05,Comfy Office Chair,Furniture,West,3,214.94,0.0,644.82,433.75,211.07,2024,2,2024-02,0.3273
100019,2024-02-06,Vivid Monitor 27in,Electronics,West,4,297.37,0.1,1070.54,876.8,193.74,2024,2,2024-02,0.181
101739,2024-02-06,Sharp Notebook Set,Office Supplies,West,3,11.43,0.0,34.29,19.31,14.98,2024,2,2024-02,0.4369
101903,2024-02-06,Comfy Office Chair,Furniture,South,4,206.39,0.0,825.54,512.51,313.03,2024,2,2024-02,0.3792
103384,2024-02-06,Sharp Whiteboard,Office Supplies,North,5,60.93,0.15,258.95,177.37,81.58,2024,2,2024-02,0.315
101443,2024-02-07,Buzz Wireless Earbuds,Electronics,South,1,82.81,0.05,78.67,52.09,26.58,2024,2,2024-02,0.3379
102352,2024-02-07,Comfy Office Chair,Furniture,South,3,214.77,0.0,644.32,478.28,166.04,2024,2,2024-02,0.2577
103094,2024-02-07,Aero Laptop 16,Electronics,Central,1,1262.64,0.0,1262.64,939.81,322.83,2024,2,2024-02,0.2557
100040,2024-02-08,Comfy Office Chair,Furniture,East,1,221.74,0.0,221.74,161.33,60.41,2024,2,2024-02,0.2724
100538,2024-02-08,Buzz Wireless Earbuds,Electronics,Central,3,81.46,0.0,244.37,161.07,83.3,2024,2,2024-02,0.3409
100541,2024-02-08,Comfy Standing Desk,Furniture,East,2,405.07,0.0,810.13,475.29,334.84,2024,2,2024-02,0.4133
100589,2024-02-08,Comfy Bookshelf,Furniture,East,1,147.33,0.0,147.33,108.07,39.26,2024,2,2024-02,0.2665
102021,2024-02-08,Sharp Pen Pack,Office Supplies,North,5,8.51,0.0,42.56,29.45,13.11,2024,2,2024-02,0.308
102333,2024-02-08,Buzz Wireless Earbuds,Electronics,Central,1,78.07,0.0,78.07,56.27,21.8,2024,2,2024-02,0.2792
102953,2024-02-08,Buzz Bluetooth Speaker,Electronics,West,2,61.46,0.0,122.93,74.81,48.12,2024,2,2024-02,0.3914
103026,2024-02-08,Vivid Webcam HD,Electronics,East,1,43.77,0.0,43.77,30.78,12.99,2024,2,2024-02,0.2968
100203,2024-02-09,Comfy Standing Desk,Furniture,West,1,435.85,0.0,435.85,252.97,182.88,2024,2,2024-02,0.4196
100783,2024-02-09,Comfy Bookshelf,Furniture,West,1,141.04,0.0,141.04,88.81,52.23,2024,2,2024-02,0.3703
102463,2024-02-09,Comfy Bookshelf,Furniture,Central,3,150.59,0.05,429.17,312.08,117.09,2024,2,2024-02,0.2728
102619,2024-02-09,Sharp Pen Pack,Office Supplies,North,2,7.63,0.05,14.49,9.3,5.19,2024,2,2024-02,0.3582
100228,2024-02-10,Comfy Bookshelf,Furniture,West,2,154.93,0.0,309.87,193.64,116.23,2024,2,2024-02,0.3751
102678,2024-02-10,Sharp Pen Pack,Office Supplies,Central,3,7.75,0.05,22.1,16.06,6.04,2024,2,2024-02,0.2733
103251,2024-02-10,Buzz Wireless Earbuds,Electronics,West,1,77.33,0.0,77.33,57.91,19.42,2024,2,2024-02,0.2511
101119,2024-02-11,Sharp Whiteboard,Office Supplies,West,1,61.14,0.0,61.14,44.14,17.0,2024,2,2024-02,0.2781
101312,2024-02-11,Sharp Notebook Set,Office Supplies,East,2,12.52,0.0,25.03,18.59,6.44,2024,2,2024-02,0.2573
101523,2024-02-11,Buzz Wireless Earbuds,Electronics,South,2,76.73,0.1,138.12,87.78,50.34,2024,2,2024-02,0.3645
101657,2024-02-11,Buzz Bluetooth Speaker,Electronics,East,1,61.04,0.1,54.93,45.65,9.28,2024,2,2024-02,0.1689
102018,2024-02-11,Comfy Office Chair,Furniture,North,1,235.5,0.0,235.5,134.28,101.22,2024,2,2024-02,0.4298
102223,2024-02-11,Vivid Monitor 27in,Electronics,East,1,286.47,0.0,286.47,172.31,114.16,2024,2,2024-02,0.3985
102957,2024-02-11,Aero Laptop 14,Electronics,Central,1,1018.54,0.0,1018.54,570.18,448.36,2024,2,2024-02,0.4402
100394,2024-02-12,Buzz Wireless Earbuds,Electronics,East,2,77.42,0.0,154.83,109.05,45.78,2024,2,2024-02,0.2957
100807,2024-02-12,Comfy Bookshelf,Furniture,South,2,160.86,0.0,321.73,188.19,133.54,2024,2,2024-02,0.4151
101292,2024-02-12,Aero Laptop 16,Electronics,North,1,1215.93,0.0,1215.93,867.99,347.94,2024,2,2024-02,0.2862
101564,2024-02-12,Sharp Pen Pack,Office Supplies,East,1,8.34,0.05,7.92,5.62,2.3,2024,2,2024-02,0.2904
101673,2024-02-12,Buzz Bluetooth Speaker,Electronics,East,2,64.52,0.0,129.04,75.49,53.55,2024,2,2024-02,0.415
102179,2024-02-12,Sharp Pen Pack,Office Supplies,South,4,8.52,0.0,34.06,19.24,14.82,2024,2,2024-02,0.4351
102379,2024-02-12,Vivid Webcam HD,Electronics,West,4,45.65,0.0,182.61,136.43,46.18,2024,2,2024-02,0.2529
103177,2024-02-12,Sharp Pen Pack,Office Supplies,Central,4,7.58,0.1,27.29,18.44,8.85,2024,2,2024-02,0.3243
101237,2024-02-13,Comfy Standing Desk,Furniture,East,4,404.86,0.0,1619.43,1210.2,409.23,2024,2,2024-02,0.2527
101869,2024-02-13,Sharp Pen Pack,Office Supplies,North,1,8.0,0.0,8.0,5.37,2.63,2024,2,2024-02,0.3288
102036,2024-02-13,Comfy Standing Desk,Furniture,Central,1,378.99,0.0,378.99,238.44,140.55,2024,2,2024-02,0.3709
102929,2024-02-13,Vivid Monitor 27in,Electronics,South,1,261.02,0.0,261.02,163.56,97.46,2024,2,2024-02,0.3734
100609,2024-02-14,Vivid Webcam HD,Electronics,South,3,44.63,0.05,127.21,88.3,38.91,2024,2,2024-02,0.3059
102266,2024-02-14,Vivid Monitor 27in,Electronics,East,5,274.91,0.0,1374.56,930.69,443.87,2024,2,2024-02,0.3229
